issue_name,issue_url,article_url,author,title,year,journal,vol,doi,data_url,stata,julia,python,R,C,C++,matlab,fortran,sas
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.1161,"Dafny, Leemore, Mark Duggan, and Subramaniam Ramanarayanan.","""Paying a Premium on Your Premium? Consolidation in the US Health Insurance Industry.""",2012,American Economic Review,"102 (2):
  1161-85.",10.1257/aer.102.2.1161,https://www.aeaweb.org/aer/data/april2012/20100837_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.643,"Crawford, Gregory S., and Ali Yurukoglu.","""The Welfare Effects of Bundling in Multichannel Television Markets.""",2012,American Economic Review,"102 (2):
  643-85.",10.1257/aer.102.2.643,https://www.aeaweb.org/aer/data/april2012/20090548_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.686,"Ho, Katherine, Justin Ho, and Julie Holland Mortimer.","""The Use of Full-Line Forcing Contracts in the Video Rental Industry.""",2012,American Economic Review,"102 (2):
  686-719.",10.1257/aer.102.2.686,https://www.aeaweb.org/aer/data/april2012/20081326_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.720,"Fudenberg, Drew, David G. Rand, and Anna Dreber.","""Slow to Anger and Fast to Forgive: Cooperation in an Uncertain World.""",2012,American Economic Review,"102 (2):
  720-49.",10.1257/aer.102.2.720,https://www.aeaweb.org/aer/data/april2012/20100629_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.810,"Besley, Timothy, and Hannes Mueller.","""Estimating the Peace Dividend: The Impact of Violence on House Prices in Northern Ireland.""",2012,American Economic Review,"102 (2):
  810-33.",10.1257/aer.102.2.810,https://www.aeaweb.org/aer/data/april2012/20100518_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.834,"Bartling, Björn, Ernst Fehr, and Klaus M. Schmidt.","""Screening, Competition, and Job Design: Economic Origins of Good Jobs.""",2012,American Economic Review,"102 (2):
  834-64.",10.1257/aer.102.2.834,https://www.aeaweb.org/aer/data/april2012/20100043_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.865,"Kirchler, Michael, Jürgen Huber, and Thomas Stöckl.","""Thar She Bursts: Reducing Confusion Reduces Bubbles.""",2012,American Economic Review,"102 (2):
  865-83.",10.1257/aer.102.2.865,https://www.aeaweb.org/aer/data/april2012/20100733_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.884,"Dinlersoz, Emin M., and Mehmet Yorukoglu.","""Information and Industry Dynamics.""",2012,American Economic Review,"102 (2):
  884-913.",10.1257/aer.102.2.884,https://www.aeaweb.org/aer/data/april2012/20090047_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.941,"Voors, Maarten J., Eleonora E. M. Nillesen, Philip Verwimp, Erwin H. Bulte, Robert Lensink, and Daan P. Van Soest.","""Violent Conflict and Behavior: A Field Experiment in Burundi.""",2012,American Economic Review,"102 (2):
  941-64.",10.1257/aer.102.2.941,https://www.aeaweb.org/aer/data/april2012/20100015_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.965,"Fowlie, Meredith, Stephen P. Holland, and Erin T. Mansur.","""What Do Emissions Markets Deliver and to Whom? Evidence from Southern California's NOx Trading Program.""",2012,American Economic Review,"102 (2):
  965-93.",10.1257/aer.102.2.965,https://www.aeaweb.org/aer/data/april2012/20090662_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 2             April 2012,https://www.aeaweb.org/issues/243,https://www.aeaweb.org/articles?id=10.1257/aer.102.2.994,"Henderson, J. Vernon, Adam Storeygard, and David N. Weil.","""Measuring Economic Growth from Outer Space.""",2012,American Economic Review,"102 (2):
  994-1028.",10.1257/aer.102.2.994,https://www.aeaweb.org/aer/data/april2012/20090830_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 3             May 2012,https://www.aeaweb.org/issues/247,https://www.aeaweb.org/articles?id=10.1257/aer.102.3.498,"Hackmann, Martin B., Jonathan T. Kolstad, and Amanda E. Kowalski.","""Health Reform, Health Insurance, and Selection: Estimating Selection into Health Insurance Using the Massachusetts Health Reform.""",2012,American Economic Review,"102 (3):
  498-501.",10.1257/aer.102.3.498,https://www.aeaweb.org/aer/data/may2012/2012_6060_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 3             May 2012,https://www.aeaweb.org/issues/247,https://www.aeaweb.org/articles?id=10.1257/aer.102.3.549,"Duncan, Brian, and Stephen J. Trejo.","""The Employment of Low-Skilled Immigrant Men in the United States.""",2012,American Economic Review,"102 (3):
  549-54.",10.1257/aer.102.3.549,https://www.aeaweb.org/aer/data/may2012/2012_3373_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 3             May 2012,https://www.aeaweb.org/issues/247,https://www.aeaweb.org/articles?id=10.1257/aer.102.3.606,"Stratton, Leslie S.","""The Role of Preferences and Opportunity Costs in Determining the Time Allocated to Housework.""",2012,American Economic Review,"102 (3):
  606-11.",10.1257/aer.102.3.606,https://www.aeaweb.org/aer/data/may2012/2012_1655_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1206,"Alatas, Vivi, Abhijit Banerjee, Rema Hanna, Benjamin A. Olken, and Julia Tobias.","""Targeting the Poor: Evidence from a Field Experiment in Indonesia.""",2012,American Economic Review,"102 (4):
  1206-40.",10.1257/aer.102.4.1206,https://www.aeaweb.org/aer/data/june2012/20100521_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1241,"Duflo, Esther, Rema Hanna, and Stephen P. Ryan.","""Incentives Work: Getting Teachers to Come to School.""",2012,American Economic Review,"102 (4):
  1241-78.",10.1257/aer.102.4.1241,https://www.aeaweb.org/aer/data/june2012/20081207_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1310,"Esteban, Joan, Laura Mayoral, and Debraj Ray.","""Ethnicity and Conflict: An Empirical Study.""",2012,American Economic Review,"102 (4):
  1310-42.",10.1257/aer.102.4.1310,https://www.aeaweb.org/aer/data/june2012/20100805_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1343,"Barsky, Robert B., and Eric R. Sims.","""Information, Animal Spirits, and the Meaning of Innovations in Consumer Confidence.""",2012,American Economic Review,"102 (4):
  1343-77.",10.1257/aer.102.4.1343,https://www.aeaweb.org/aer/data/june2012/20080928_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1378,"Elsby, Michael W. L., and Matthew D. Shapiro.","""Why Does Trend Growth Affect Equilibrium Employment? A New Explanation of an Old Puzzle.""",2012,American Economic Review,"102 (4):
  1378-1413.",10.1257/aer.102.4.1378,https://www.aeaweb.org/aer/data/june2012/20100490_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1414,"Iyer, Rajkamal, and Manju Puri.","""Understanding Bank Runs: The Importance of Depositor-Bank Relationships and Networks.""",2012,American Economic Review,"102 (4):
  1414-45.",10.1257/aer.102.4.1414,https://www.aeaweb.org/aer/data/june2012/20080868_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1477,"Hornbeck, Richard.","""The Enduring Impact of the American Dust Bowl: Short- and Long-Run Adjustments to Environmental Catastrophe.""",2012,American Economic Review,"102 (4):
  1477-1507.",10.1257/aer.102.4.1477,https://www.aeaweb.org/aer/data/june2012/20091347_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1508,"Michalopoulos, Stelios.","""The Origins of Ethnolinguistic Diversity.""",2012,American Economic Review,"102 (4):
  1508-39.",10.1257/aer.102.4.1508,https://www.aeaweb.org/aer/data/june2012/20090179_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1540,"Kretschmer, Tobias, Eugenio J. Miravete, and José C. Pernías.","""Competitive Pressure and the Adoption of Complementary Innovations.""",2012,American Economic Review,"102 (4):
  1540-70.",10.1257/aer.102.4.1540,https://www.aeaweb.org/aer/data/june2012/20091150_data.zip,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1571,"Carlsson, Mikael, and Oskar Nordström Skans.","""Evaluating Microfoundations for Aggregate Price Rigidities: Evidence from Matched Firm-Level Data on Product Prices and Unit Labor Cost.""",2012,American Economic Review,"102 (4):
  1571-95.",10.1257/aer.102.4.1571,https://www.aeaweb.org/aer/data/june2012/20100575_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1596,"van Binsbergen, Jules, Michael Brandt, and Ralph Koijen.","""On the Timing and Pricing of Dividends.""",2012,American Economic Review,"102 (4):
  1596-1618.",10.1257/aer.102.4.1596,https://www.aeaweb.org/aer/data/june2012/20101209_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1619,"Gorodnichenko, Yuriy, Enrique G. Mendoza, and Linda L. Tesar.","""The Finnish Great Depression: From Russia with Love.""",2012,American Economic Review,"102 (4):
  1619-44.",10.1257/aer.102.4.1619,https://www.aeaweb.org/aer/data/june2012/20101018_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1644,"Kube, Sebastian, Michel André Maréchal, and Clemens Puppe.","""The Currency of Reciprocity: Gift Exchange in the Workplace.""",2012,American Economic Review,"102 (4):
  1644-62.",10.1257/aer.102.4.1644,https://www.aeaweb.org/aer/data/june2012/20100161_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1663,"Swanson, Eric T.","""Risk Aversion and the Labor Margin in Dynamic Equilibrium Models.""",2012,American Economic Review,"102 (4):
  1663-91.",10.1257/aer.102.4.1663,https://www.aeaweb.org/aer/data/june2012/20100128_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1692,"Gilchrist, Simon, and Egon Zakrajšek.","""Credit Spreads and Business Cycle Fluctuations.""",2012,American Economic Review,"102 (4):
  1692-1720.",10.1257/aer.102.4.1692,https://www.aeaweb.org/aer/data/june2012/20100787_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1721,"Michaillat, Pascal.","""Do Matching Frictions Explain Unemployment? Not in Bad Times.""",2012,American Economic Review,"102 (4):
  1721-50.",10.1257/aer.102.4.1721,https://www.aeaweb.org/aer/data/june2012/20101010_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 4             June 2012,https://www.aeaweb.org/issues/248,https://www.aeaweb.org/articles?id=10.1257/aer.102.4.1751,"Abrevaya, Jason, and Laura Puzzello.","""Taxes, Cigarette Consumption, and Smoking Intensity: Comment.""",2012,American Economic Review,"102 (4):
  1751-63.",10.1257/aer.102.4.1751,https://www.aeaweb.org/aer/data/june2012/20080265_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.1773,"Baccara, Mariagiovanna, Ayşe İmrohoroğlu, Alistair J. Wilson, and Leeat Yariv.","""A Field Study on Matching with Network Externalities.""",2012,American Economic Review,"102 (5):
  1773-1804.",10.1257/aer.102.5.1773,https://www.aeaweb.org/aer/data/aug2012/20090908_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.1832,"Abramitzky, Ran, Leah Platt Boustan, and Katherine Eriksson.","""Europe's Tired, Poor, Huddled Masses: Self-Selection and Economic Outcomes in the Age of Mass Migration.""",2012,American Economic Review,"102 (5):
  1832-56.",10.1257/aer.102.5.1832,https://www.aeaweb.org/aer/data/aug2012/20100051_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.1857,"Jackson, Matthew O., Tomas Rodriguez-Barraquer, and Xu Tan.","""Social Capital and Social Quilts: Network Patterns of Favor Exchange.""",2012,American Economic Review,"102 (5):
  1857-97.",10.1257/aer.102.5.1857,https://www.aeaweb.org/aer/data/aug2012/20100760_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.1898,"Bajari, Patrick, Jane Cooley Fruehwirth, Kyoo il Kim, and Christopher Timmins.","""A Rational Expectations Approach to Hedonic Price Regressions with Time-Varying Unobserved Product Attributes: The Price of Pollution.""",2012,American Economic Review,"102 (5):
  1898-1926.",10.1257/aer.102.5.1898,https://www.aeaweb.org/aer/data/aug2012/20100097_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.1927,"Dahl, Gordon B., and Lance Lochner.","""The Impact of Family Income on Child Achievement: Evidence from the Earned Income Tax Credit.""",2012,American Economic Review,"102 (5):
  1927-56.",10.1257/aer.102.5.1927,https://www.aeaweb.org/aer/data/aug2012/20050400_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2018,"Kessler, Judd B., and Alvin E. Roth.","""Organ Allocation Policy and the Decision to Donate.""",2012,American Economic Review,"102 (5):
  2018-47.",10.1257/aer.102.5.2018,https://www.aeaweb.org/aer/data/aug2012/20100693_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2048,"Imberman, Scott A., Adriana D. Kugler, and Bruce I. Sacerdote.","""Katrina's Children: Evidence on the Structure of Peer Effects from Hurricane Evacuees.""",2012,American Economic Review,"102 (5):
  2048-82.",10.1257/aer.102.5.2048,https://www.aeaweb.org/aer/data/aug2012/20091305_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2083,"Benjamin, Daniel J., Ori Heffetz, Miles S. Kimball, and Alex Rees-Jones.","""What Do You Think Would Make You Happier? What Do You Think You Would Choose?""",2012,American Economic Review,"102 (5):
  2083-2110.",10.1257/aer.102.5.2083,https://www.aeaweb.org/aer/data/aug2012/20101267_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2111,"Jin, Keyu.","""Industrial Structure and Capital Flows.""",2012,American Economic Review,"102 (5):
  2111-46.",10.1257/aer.102.5.2111,https://www.aeaweb.org/aer/data/aug2012/20091182_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2147,"Houde, Jean-François.","""Spatial Differentiation and Vertical Mergers in Retail Markets for Gasoline.""",2012,American Economic Review,"102 (5):
  2147-82.",10.1257/aer.102.5.2147,https://www.aeaweb.org/aer/data/aug2012/20090640_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2206,"Lacetera, Nicola, Devin G. Pope, and Justin R. Sydnor.","""Heuristic Thinking and Limited Attention in the Car Market.""",2012,American Economic Review,"102 (5):
  2206-36.",10.1257/aer.102.5.2206,https://www.aeaweb.org/aer/data/aug2012/20100631_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2237,"Budish, Eric, and Estelle Cantillon.","""The Multi-unit Assignment Problem: Theory and Evidence from Course Allocation at Harvard.""",2012,American Economic Review,"102 (5):
  2237-71.",10.1257/aer.102.5.2237,https://www.aeaweb.org/aer/data/aug2012/20091443_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2272,"Alvarez, Fernando, Luigi Guiso, and Francesco Lippi.","""Durable Consumption and Asset Management with Transaction and Observation Costs.""",2012,American Economic Review,"102 (5):
  2272-2300.",10.1257/aer.102.5.2272,https://www.aeaweb.org/aer/data/aug2012/20100633_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2301,"Jiménez, Gabriel, Steven Ongena, José-Luis Peydró, and Jesús Saurina.","""Credit Supply and Monetary Policy: Identifying the Bank Balance-Sheet Channel with Loan Applications.""",2012,American Economic Review,"102 (5):
  2301-26.",10.1257/aer.102.5.2301,https://www.aeaweb.org/aer/data/aug2012/20100064_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2327,"Bombardini, Matilde, Giovanni Gallipoli, and Germán Pupato.","""Skill Dispersion and Trade Flows.""",2012,American Economic Review,"102 (5):
  2327-48.",10.1257/aer.102.5.2327,https://www.aeaweb.org/aer/data/aug2012/20091234_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 5             August 2012,https://www.aeaweb.org/issues/255,https://www.aeaweb.org/articles?id=10.1257/aer.102.5.2358,"Charness, Gary, Ramón Cobo-Reyes, Natalia Jiménez, Juan A. Lacomba, and Francisco Lagos.","""The Hidden Advantage of Delegation: Pareto Improvements in a Gift Exchange Game.""",2012,American Economic Review,"102 (5):
  2358-79.",10.1257/aer.102.5.2358,https://www.aeaweb.org/aer/data/aug2012/20100589_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2381,"Chaney, Thomas, David Sraer, and David Thesmar.","""The Collateral Channel: How Real Estate Shocks Affect Corporate Investment.""",2012,American Economic Review,"102 (6):
  2381-2409.",10.1257/aer.102.6.2381,https://www.aeaweb.org/aer/data/oct2012/20091306_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2437,"De Loecker, Jan, and Frederic Warzynski.","""Markups and Firm-Level Export Status.""",2012,American Economic Review,"102 (6):
  2437-71.",10.1257/aer.102.6.2437,https://www.aeaweb.org/aer/data/oct2012/20090747_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2472,"Bronnenberg, Bart J., Jean-Pierre H. Dubé, and Matthew Gentzkow.","""The Evolution of Brand Preferences: Evidence from Consumer Migration.""",2012,American Economic Review,"102 (6):
  2472-2508.",10.1257/aer.102.6.2472,https://www.aeaweb.org/aer/data/oct2012/20100941_data.zip,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2509,"Moscarini, Giuseppe, and Fabien Postel-Vinay.","""The Contribution of Large and Small Employers to Job Creation in Times of High and Low Unemployment.""",2012,American Economic Review,"102 (6):
  2509-39.",10.1257/aer.102.6.2509,https://www.aeaweb.org/aer/data/oct2012/20091077_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2540,"Buera, Francisco J., and Joseph P. Kaboski.","""The Rise of the Service Economy.""",2012,American Economic Review,"102 (6):
  2540-69.",10.1257/aer.102.6.2540,https://www.aeaweb.org/aer/data/oct2012/20070991_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2606,"Einav, Liran, Amy Finkelstein, Iuliana Pascu, and Mark R. Cullen.","""How General Are Risk Preferences? Choices under Uncertainty in Different Domains.""",2012,American Economic Review,"102 (6):
  2606-38.",10.1257/aer.102.6.2606,https://www.aeaweb.org/aer/data/oct2012/20100050_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2639,"Ketcham, Jonathan D., Claudio Lucarelli, Eugenio J. Miravete, and M. Christopher Roebuck.","""Sinking, Swimming, or Learning to Swim in Medicare Part D.""",2012,American Economic Review,"102 (6):
  2639-73.",10.1257/aer.102.6.2639,https://www.aeaweb.org/aer/data/oct2012/20100605_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2674,"Chatterjee, Satyajit, and Burcu Eyigungor.","""Maturity, Indebtedness, and Default Risk.""",2012,American Economic Review,"102 (6):
  2674-99.",10.1257/aer.102.6.2674,https://www.aeaweb.org/aer/data/oct2012/20090138_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2700,"Fitzgerald, Doireann.","""Trade Costs, Asset Market Frictions, and Risk Sharing.""",2012,American Economic Review,"102 (6):
  2700-2733.",10.1257/aer.102.6.2700,https://www.aeaweb.org/aer/data/oct2012/20070490_data.zip,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2734,"Gourio, François.","""Disaster Risk and Business Cycles.""",2012,American Economic Review,"102 (6):
  2734-66.",10.1257/aer.102.6.2734,https://www.aeaweb.org/aer/data/oct2012/20100375_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vol. 102            No. 6             October 2012,https://www.aeaweb.org/issues/285,https://www.aeaweb.org/articles?id=10.1257/aer.102.6.2798,"Bils, Mark, Peter J. Klenow, and Benjamin A. Malin.","""Reset Price Inflation and the Impact of Monetary Policy Shocks.""",2012,American Economic Review,"102 (6):
  2798-2825.",10.1257/aer.102.6.2798,https://www.aeaweb.org/aer/data/oct2012/20090247_data.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
